z,Est_V1,Est_V2,Est_V3,Est_V4,Est_V5,Est_V6,Est_V7,Est_V8
2000-09-30,7.3087425,11.915158,40.819016,9.468267,7.5454836,15.430264,8.600928,8.910522
2000-10-31,25.657545,61.686756,58.33742,73.08619,84.75778,102.099976,66.22746,61.01634
2000-11-30,11.932994,26.437576,22.934347,24.72155,40.114975,36.943108,36.899082,35.50488
2000-12-31,60.07968,112.437386,76.79686,76.103424,132.84015,156.6171,144.23378,133.30489
2001-01-31,45.324398,276.89755,130.9673,116.619835,185.05539,349.19052,163.49612,197.03136
2001-02-28,50.305737,129.7133,98.23034,89.71562,87.84273,134.6867,144.22246,150.30354
2001-03-31,48.531384,179.00575,104.89507,132.86684,163.42279,143.79037,125.09956,231.44563
2001-04-30,7.578401,25.552889,14.734533,20.98098,19.98868,27.314747,20.849766,25.593061
2001-05-31,9.017903,40.707222,22.052032,23.942509,16.195456,45.58714,15.102729,6.072973
2001-06-30,2.8656914,9.035339,4.203476,5.2905607,5.2350173,5.736483,3.6586175,2.1017756
2001-07-31,6.559777,23.739319,12.793387,14.220808,19.070715,22.303,13.945571,13.623311
2001-08-31,6.9251704,11.155129,10.808451,9.820676,8.330809,19.667833,8.356616,5.041889
2001-09-30,12.231161,36.129433,58.242054,23.711258,29.114605,33.675114,24.382961,19.847202
2001-10-31,32.46866,55.468784,45.068977,44.79186,49.425735,65.0415,37.19288,30.753641
2001-11-30,30.164825,67.5398,43.623894,49.78295,88.203125,80.619255,78.27034,68.97386
2001-12-31,65.0877,118.81568,58.124733,47.406693,85.30199,90.374306,60.210987,44.239727
2002-01-31,17.431406,131.04906,66.457306,38.91332,53.099056,200.77507,53.864132,45.463505
2002-02-28,108.45927,210.4934,206.95798,149.86185,156.86084,252.51517,193.1772,186.63705
2002-03-31,50.790276,192.7885,145.46548,120.40593,138.86356,206.75638,95.27805,128.02199
2002-04-30,22.494692,66.728615,50.649483,46.08615,35.701805,99.89648,39.60642,46.256985
2002-05-31,4.425962,24.151878,12.265855,19.463598,15.705193,27.160065,11.142422,7.4876533
2002-06-30,0.70087516,4.362523,1.0790449,1.8272241,6.772838,4.15386,3.3718834,3.1566129
2002-07-31,9.126595,22.369131,20.761847,15.178066,20.63927,62.96372,25.998804,16.124056
2002-08-31,7.198415,12.108677,8.489095,8.66758,6.9479365,11.505675,5.338763,3.8126702
2002-09-30,27.580048,64.05692,109.679405,44.89963,31.697577,62.06493,37.982815,22.355417
2002-10-31,29.478155,54.383095,53.052658,50.390606,62.528553,84.870865,43.409615,35.104847
2002-11-30,27.58709,56.003777,39.344883,36.916103,61.181667,64.902916,51.575916,44.936195
2002-12-31,82.424515,133.61824,95.53368,68.4505,114.58435,177.8121,117.504265,84.68446
2003-01-31,26.316328,167.37141,93.58634,66.10549,97.9456,270.69824,99.862526,99.966125
2003-02-28,78.42716,178.79735,169.10909,123.26836,123.82196,211.76387,166.30943,130.43842
2003-03-31,66.722084,402.27658,213.22394,184.18338,173.78287,220.88553,86.663605,112.06659
2003-04-30,20.441118,65.21017,62.30007,41.96867,19.612469,120.27526,31.756699,18.440483
2003-05-31,3.3706925,18.365688,13.641505,16.420538,10.799408,22.202148,10.88594,6.019308
2003-06-30,0.9019591,2.7879758,0.62710845,0.372464,0.5101808,2.020327,0.5092752,0.23313089
2003-07-31,1.1123525,2.3178778,1.2913222,1.242832,2.0301704,3.078813,1.7661543,1.7993147
2003-08-31,10.912875,21.609413,18.284286,22.590227,18.221834,27.050652,15.755228,10.119225
2003-09-30,18.934317,54.461292,61.116463,24.533773,19.407177,23.03272,10.88421,8.909808
2003-10-31,18.775223,35.896736,36.878876,38.7544,42.549362,70.73673,32.879192,24.168941
2003-11-30,14.403501,26.6488,23.579786,23.982101,48.690914,43.641987,36.953247,37.428978
2003-12-31,65.713776,124.64135,81.44595,67.27019,105.03776,192.96425,137.54071,113.145
2004-01-31,46.741325,186.31618,116.50738,79.74151,88.02788,205.37897,83.38272,79.254684
2004-02-29,56.141964,145.66112,175.54549,105.7717,105.02899,212.27287,138.54143,117.486336
2004-03-31,42.197563,208.19012,138.37227,125.80798,142.36464,167.36821,83.000534,127.91856
2004-04-30,9.781666,25.682104,36.820072,27.541182,17.565151,85.1,23.865982,22.486662
2004-05-31,2.9215143,12.063214,10.02794,10.020583,7.322649,14.12148,5.4086957,3.8666167
2004-06-30,3.1240733,15.43864,9.286207,11.084591,16.607176,21.95927,11.162096,6.211891
2004-07-31,11.29432,19.730633,17.669144,13.678207,16.58024,32.4959,18.336378,14.489375
2004-08-31,7.539417,13.327421,12.027442,13.213873,12.944957,16.98757,11.649657,8.166982
